gene_id E15_cpn	E15_corticothal	E15_subcereb	E16_cpn	E16_corticothal	E16_subcereb	E18_cpn	E18_corticothal	E18_subcereb	P1_cpn	P1_corticothal	P1_subcereb	cluster	gene_id	gene_type
Fancg	8.28143	9.34701	9.72318	7.80733	8.5493	8.53211	7.63531	7.96774	6.74991	4.20053	3.42109	3.264	19	Fancg	Protein coding
Fancm	5.93244	5.377	5.25244	6.96604	5.88828	3.74874	5.49703	4.83402	2.85575	4.16901	4.14982	2.45926	13	Fancm	Protein coding
Fap	0.119974	0.68606	0.103186	0.489185	2.03181	0.142486	0.749293	2.14778	0.195007	1.17534	3.1892	0.244295	9	Fap	Protein coding
Far1	20.4388	19.7731	23.4207	23.6716	21.179	26.0294	24.1945	20.9052	28.6304	17.3718	17.7783	20.8991	19	Far1	Protein coding
Far2	2.11266	2.23952	2.18903	2.70761	3.06436	5.94499	4.29354	4.62261	15.8806	10.6909	10.7444	31.5249	16	Far2	Protein coding
Farp1	19.2065	34.2598	19.1492	33.1556	42.3859	43.0461	45.9501	52.3668	67.2707	62.0676	67.7886	82.754	18	Farp1	Protein coding
Farsa	45.7322	34.1568	37.5447	42.0304	33.8642	43.8377	43.3345	38.9631	46.8214	57.2487	53.5625	61.8436	18	Farsa	Protein coding
Farsb	30.8848	22.6745	25.1438	31.4433	25.2439	36.3093	32.0945	27.947	38.5812	34.4938	32.296	46.8796	18	Farsb	Protein coding
Fas	0	0.0107185	0	0.207725	0.0185393	0.0705237	0.365549	0.0394853	0.0525355	0.0853129	0	0.0096859	5	Fas	Protein coding
Fasn	77.9162	45.7587	53.7576	105.085	57.3156	122.691	127.34	71.5763	139.747	153.801	110.207	154.432	14	Fasn	Protein coding
Fastkd3	6.59134	6.39927	6.87665	5.72757	5.38631	5.86335	5.36715	4.79109	4.40946	2.86031	2.33316	2.2122	19	Fastkd3	Protein coding
Fat1	3.2077	0.820348	0.413769	24.52	1.02941	2.40547	17.7719	0.823946	3.27018	25.7293	0.908101	5.18494	5	Fat1	Protein coding
Fat3	10.0794	13.4641	17.4706	7.48665	6.1013	18.0351	16.6043	2.99818	19.1989	19.0135	1.26452	13.4687	4	Fat3	Protein coding
Fat4	30.1404	40.1551	51.4241	33.6559	24.0106	30.1492	24.3783	8.77417	19.5888	22.1667	2.77373	10.2859	7	Fat4	Protein coding
Fbf1	61.0516	68.8791	76.9149	56.9538	62.2229	64.3793	54.563	57.7857	47.123	46.9122	43.5329	38.8873	19	Fbf1	Protein coding
Fbl	74.6225	41.4431	55.4314	67.5846	44.1541	72.0479	68.64	51.2476	81.1917	80.5602	66.9582	88.4274	18	Fbl	Protein coding
Fblim1	4.07417	5.26254	3.23001	14.238	6.64635	13.7574	8.43321	5.09238	11.9278	7.38309	3.56337	8.60243	16	Fblim1	Protein coding
Fbll1	12.5471	10.3246	11.5937	12.833	12.318	16.6579	14.3963	12.4799	19.2616	19.539	19.5413	27.7163	18	Fbll1	Protein coding
Fbln1	6.00831	33.1229	22.1755	9.19639	36.5962	7.35465	7.87144	36.6162	5.64147	5.77777	20.7513	7.77791	6	Fbln1	Protein coding
Fbln2	0.171253	0.271263	0.180094	0.383982	0.585597	0.244356	0.674677	0.694787	0.406253	1.07943	1.14226	0.39107	17	Fbln2	Protein coding
Fbln7	0.0499206	0.108906	0.0755844	0.107463	0.119237	0.367568	0.126378	0.179153	1.51128	0.181083	0.176759	2.60529	16	Fbln7	Protein coding
Fbn1	2.65883	6.18182	5.18369	2.97165	2.67129	2.47807	4.33694	2.33339	4.18504	4.93719	1.01997	4.27299	14	Fbn1	Protein coding
Fbn2	16.3228	8.19831	9.48501	24.2531	7.82828	6.54265	14.4091	7.03788	6.58999	7.97116	4.68933	4.27747	10	Fbn2	Protein coding
Fbrsl1	36.0658	41.4998	44.0003	30.3431	34.313	39.7585	23.7927	28.6388	27.702	19.0124	23.2233	19.3788	19	Fbrsl1	Protein coding
Fbxl12	15.4168	10.5334	10.6936	21.5813	10.8051	11.8118	20.1367	11.6434	11.8133	17.2872	12.5171	10.8345	15	Fbxl12	Protein coding
Fbxl14	22.0921	20.366	22.1987	16.8363	12.9937	11.8715	12.0317	10.5004	7.78143	10.8415	9.63066	5.85859	19	Fbxl14	Protein coding
Fbxl16	48.8218	43.5148	44.865	44.5992	39.3195	40.6629	48.9921	42.7683	42.6672	65.1007	62.9762	52.8422	8	Fbxl16	Protein coding
Fbxl17	6.4944	6.84826	7.16048	7.16727	7.60814	8.34809	9.17984	7.96564	9.08215	12.2215	9.84803	9.80879	8	Fbxl17	Protein coding
Fbxl19	89.9912	85.7878	87.7635	91.1293	77.3159	98.0026	92.2859	71.6474	100.34	88.4118	62.4263	88.9784	19	Fbxl19	Protein coding
Fbxl20	15.5634	20.7998	19.1961	15.8988	19.0876	11.5016	13.4236	15.3006	8.27154	7.74966	7.70472	4.67822	19	Fbxl20	Protein coding
Fbxl21	1.00321	3.32843	2.61162	0.933284	4.16838	1.55425	0.822413	3.08451	1.57905	0.632834	1.49039	1.23625	6	Fbxl21	Protein coding
Fbxl7	0.65891	0.280069	0.0387706	0.626284	0.202523	0.0452161	0.993946	0.264915	0.155025	1.08314	0.61374	0.212702	5	Fbxl7	Protein coding
Fbxl8	0.377343	0.555514	0.589462	0.334055	0.500671	0.752817	0.62064	0.84674	1.05445	0.129567	0.347412	0.372263	19	Fbxl8	Protein coding
Fbxo10	31.568	20.0299	22.2796	22.9884	20.0931	12.4499	17.7561	26.043	11.1018	11.4503	17.4377	6.17293	19	Fbxo10	Protein coding
Fbxo16	6.76781	7.73909	8.18832	4.90039	5.15495	5.76487	5.0719	3.66254	6.84354	4.30646	2.20069	6.89211	19	Fbxo16	Protein coding
Fbxo18	29.2537	37.6642	35.0211	23.0091	35.1789	30.1857	18.775	31.959	26.4153	10.9296	20.0252	16.8073	19	Fbxo18	Protein coding
Fbxo25	29.8442	45.3616	41.8689	33.6807	44.0119	40.1614	33.6607	43.8249	38.2563	26.6509	32.9406	32.5203	13	Fbxo25	Protein coding
Fbxo27	1.76394	1.52639	1.17751	3.15838	4.06184	2.59405	6.9839	8.71593	4.74368	7.02474	7.21737	3.76528	17	Fbxo27	Protein coding
Fbxo28	22.2955	20.8393	20.0173	21.0148	19.8835	18.0085	18.4621	18.4743	14.9917	11.0686	12.2327	9.01502	19	Fbxo28	Protein coding
Fbxo30	5.87747	6.01298	5.89548	5.47404	5.5908	5.55668	4.13344	4.17994	4.269	2.22642	2.51878	2.12462	19	Fbxo30	Protein coding
Fbxo32	4.13608	7.25432	7.33471	3.87115	7.37903	1.84533	4.79339	4.83243	0.907351	4.13617	1.69561	0.680386	3	Fbxo32	Protein coding
Fbxo33	9.09328	9.23928	9.41264	7.61355	7.38038	7.48828	6.70977	6.66103	5.23405	6.40724	6.38309	4.20133	19	Fbxo33	Protein coding
Fbxo34	1.71248	1.394	1.63298	1.45209	1.81363	2.69412	2.249	2.11801	4.81753	3.70312	2.11817	7.5607	16	Fbxo34	Protein coding
Fbxo38	20.8779	22.5744	22.343	19.6134	21.1539	17.462	15.9373	17.0411	13.5079	8.85635	10.5736	7.65364	19	Fbxo38	Protein coding
Fbxo4	0.883764	1.37615	1.10771	0.783641	1.54038	1.37281	1.10409	1.85289	1.8076	1.24267	2.21773	1.87037	12	Fbxo4	Protein coding
Fbxo41	16.0216	17.5436	16.7505	19.8864	17.7085	19.8677	25.9166	18.6272	25.8636	29.6088	21.8358	30.7778	14	Fbxo41	Protein coding
Fbxo42	15.5757	16.3842	15.6364	14.2691	14.3355	14.2726	12.8788	12.5652	13.5836	9.15172	9.37304	8.45149	19	Fbxo42	Protein coding
Fbxo44	14.7556	9.0347	16.1919	11.3715	6.71067	8.12131	10.4993	6.82983	7.89433	11.2082	8.49054	10.8258	15	Fbxo44	Protein coding
Fbxo46	10.5986	9.46502	10.0282	8.94886	8.69458	9.9281	8.39764	8.50798	9.06597	3.72548	3.60331	4.05606	19	Fbxo46	Protein coding
Fbxo7	3.1541	4.08533	3.0648	2.77407	4.70535	2.89901	2.81034	5.47831	2.56511	5.36814	9.21068	3.92395	17	Fbxo7	Protein coding
Fbxw17	9.62387	12.8443	12.3862	10.1672	13.4024	14.152	12.0042	13.2859	12.0212	6.7191	8.49425	6.54559	13	Fbxw17	Protein coding
Fbxw7	16.2047	28.0319	12.1529	33.1183	32.7115	16.8485	48.3419	38.1834	22.6751	52.4702	38.5051	25.3772	17	Fbxw7	Protein coding
Fbxw8	26.2618	15.678	16.9411	21.0927	15.5536	16.1564	19.0231	15.2579	16.6433	19.8471	16.4729	15.628	15	Fbxw8	Protein coding
Fcer1g	0.28984	0.0805862	0.0526346	1.97077	0.0800228	0.0256706	0.713661	0.10717	0.0477936	0.591381	0	0	0	Fcer1g	Protein coding
Fcgr3	0.0759437	0.0221182	0	1.42746	0	0.0310276	0.633396	0.0638421	0.116948	0.45194	0.0373189	0.162756	0	Fcgr3	Protein coding
Fcho2	14.6829	18.4554	18.5221	15.9676	17.6207	15.9005	15.5326	14.4742	11.8805	12.3947	12.6171	8.70379	19	Fcho2	Protein coding
Fchsd1	14.2456	17.3485	20.4455	15.7336	19.7567	25.2756	18.8588	23.4758	28.0844	16.6384	19.1019	29.9806	18	Fchsd1	Protein coding
Fcrls	0.407705	0.0624464	0.0547984	3.98057	0.0843168	0.0410793	1.80018	0.0717948	0.0719514	1.12479	0.0820835	0.0200649	0	Fcrls	Protein coding
Fdft1	73.7123	44.3432	57.3763	73.7315	53.157	95.4263	73.6711	67.5851	82.0247	69.5922	78.7413	93.3121	8	Fdft1	Protein coding
Fdps	80.2216	41.8892	48.6805	117.957	63.0714	177.303	155.647	110.225	234.242	197.431	198.414	255.511	14	Fdps	Protein coding
Fdxr	11.713	11.71	14.9612	11.1453	12.8566	11.3336	10.967	11.2211	9.9665	9.28963	7.49098	8.65988	19	Fdxr	Protein coding
Fem1a	16.6741	11.4431	14.1955	13.6721	10.6331	13.1152	12.6042	9.66646	12.4334	16.2056	14.5557	16.0574	8	Fem1a	Protein coding
Fem1b	47.2057	39.0793	39.4681	39.015	28.1221	37.9168	34.0844	24.4018	41.1756	26.4779	23.2488	30.4818	19	Fem1b	Protein coding
Fem1c	21.1985	20.2412	21.5954	19.3445	18.2783	15.4096	14.6727	12.7468	12.1195	13.3667	10.8408	9.77987	19	Fem1c	Protein coding
Fen1	7.57867	9.44125	8.58502	6.02735	6.86175	7.10092	4.76039	5.7568	6.15403	8.12228	9.44907	10.291	18	Fen1	Protein coding
Fermt2	17.7667	18.625	17.4309	15.569	16.8466	14.1051	12.2614	14.8486	8.3391	8.13977	10.8777	3.80094	19	Fermt2	Protein coding
Fez2	17.4392	14.7242	15.7066	19.7012	17.1419	28.1298	23.8412	23.1396	37.2116	30.2397	31.6199	49.289	18	Fez2	Protein coding
Fezf2	65.8945	125.353	365.538	28.1157	117.879	186.523	9.84718	82.2378	152.121	11.4442	65.8402	126.787	7	Fezf2	Protein coding
Fgd2	0.162999	0.075481	0.101573	0.830999	0.0454705	0	0.459451	0.0392983	0.073024	0.377759	0.05348	0.0200383	0	Fgd2	Protein coding
Fgd3	4.83554	6.77845	5.65994	8.48341	13.5831	12.3422	15.394	15.0297	19.2538	6.49917	5.33621	9.25463	17	Fgd3	Protein coding
Fgd4	12.4979	10.5652	12.1071	15.2294	12.4181	10.4977	10.8774	9.28311	8.95928	7.6085	6.50309	5.66792	19	Fgd4	Protein coding
Fgf10	0.806126	0.211305	0.072898	1.35516	0.44805	0.920374	0.720921	0.55293	4.94754	0.656681	0.200457	4.8053	16	Fgf10	Protein coding
Fgf12	1.66609	3.22735	1.47863	2.1482	5.84261	6.29038	5.03676	7.8667	13.318	9.49165	17.1508	21.9342	16	Fgf12	Protein coding
Fgf13	20.6129	30.9237	22.5085	34.8021	34.5572	43.2527	40.9485	36.5604	60.6097	72.0409	59.4143	86.9688	18	Fgf13	Protein coding
Fgf18	3.13352	7.55181	12.3071	1.06927	2.25116	2.53456	0.560336	0.833637	2.5191	0.915618	1.05985	4.86507	7	Fgf18	Protein coding
Fgf5	0.36809	0.263988	0.268253	0.259621	0.25893	0.0888431	0.256678	0.300323	0.156234	0.879247	0.422645	0.4261	17	Fgf5	Protein coding
Fgf9	0.340846	0.0506871	0.0407136	1.08619	0.198087	0.124692	1.31626	0.326705	0.442133	2.81739	0.143922	0.334437	5	Fgf9	Protein coding
Fgfbp3	2.21759	2.40355	1.64114	3.3785	2.52757	1.73294	3.38518	3.53841	2.15651	7.72718	8.01323	2.98253	17	Fgfbp3	Protein coding
Fgfr1	49.6696	7.12895	26.1521	25.943	10.1664	8.00865	8.82063	4.64326	2.40175	3.74937	3.40376	1.24588	10	Fgfr1	Protein coding
Fgfr2	24.4975	6.41533	23.8332	8.40784	10.0051	6.18842	4.16589	6.59381	0.892501	2.71325	2.81213	0.358648	10	Fgfr2	Protein coding
Fgfr3	9.47027	8.20444	8.71	6.94175	6.22173	7.03995	4.97502	4.30377	4.05748	3.39222	2.11652	1.85538	19	Fgfr3	Protein coding
Fgfr4	0.414736	13.0486	4.98488	0.414457	12.7969	1.50763	0.397016	12.1119	1.11079	0.292161	8.22216	0.294561	6	Fgfr4	Protein coding
Fggy	0.517116	0.927288	0.892445	0.82726	1.08149	1.30188	0.977762	1.45915	2.1139	1.26572	1.9955	2.65717	18	Fggy	Protein coding
Fgl2	0.0648101	0.0433823	0.0353793	0.442951	0.344894	0.0495831	0.52477	0.156335	0.176051	0.270261	0.0710152	0.0352412	5	Fgl2	Protein coding
Fh1	20.191	21.3913	21.8737	21.7906	24.5454	26.212	24.1984	29.1015	34.9363	35.9632	41.379	58.5022	18	Fh1	Protein coding
Fhdc1	1.11126	0.555269	0.326049	1.73291	0.523148	0.893479	1.48397	0.738872	1.31151	0.772266	0.534625	0.478593	15	Fhdc1	Protein coding
Fhit	0.661697	0.737801	1.35815	0.708039	0.95636	1.07089	0.512649	1.37461	1.84897	1.39039	1.54719	5.24555	16	Fhit	Protein coding
Fhl1	28.6899	20.7906	12.2578	33.9928	26.1893	18.3436	48.6958	29.177	32.5771	54.9951	29.5777	39.7319	15	Fhl1	Protein coding
Fhl2	7.52106	5.4506	4.6425	7.43383	5.66628	3.03809	13.6534	9.5064	6.93932	17.8017	15.3134	9.09821	17	Fhl2	Protein coding
Fhl3	1.80271	0.146369	0.125941	1.04027	0.0956292	0.603275	1.15968	0.161874	1.06688	1.0048	0.0257697	0.84423	10	Fhl3	Protein coding
Fhod3	25.5835	27.6603	30.7797	25.8265	34.7698	26.3209	31.0297	42.2316	27.1304	49.2612	63.9049	35.3242	17	Fhod3	Protein coding
Fibcd1	0.467667	0.0750877	0.0449221	1.34069	0.126222	0.0549547	0.701514	0.215103	0.188716	0.967806	0.277171	0.209974	0	Fibcd1	Protein coding
Fibin	0.0176524	0.0171954	0.00699842	0.0120034	0.0188724	0.0303786	0.0407896	0.248298	0.210843	0.0237193	0.723505	2.42541	16	Fibin	Protein coding
Ficd	1.2149	1.56416	1.32914	1.42988	1.6821	1.69803	2.06395	2.46168	2.32218	3.07894	3.32449	3.05628	18	Ficd	Protein coding
Figf	0.557418	2.02106	2.02052	0.345086	1.7735	0.267848	2.11604	0.877134	0.0947818	4.80573	0.255417	0.159641	5	Figf	Protein coding
Fip1l1	23.5761	26.0578	23.2946	24.0766	24.2636	19.9088	19.8671	20.7935	16.6422	15.9537	17.9445	13.0733	19	Fip1l1	Protein coding
Fiz1	27.5138	22.5877	25.233	21.6668	18.4631	21.2251	17.4482	15.451	16.7474	13.2296	13.2548	12.6981	19	Fiz1	Protein coding
Fjx1	31.837	21.3258	23.3985	27.1487	18.8482	37.3407	29.0926	29.8911	50.3236	26.5421	24.4211	64.1643	11	Fjx1	Protein coding
Fkbp1a	114.569	99.0968	103.73	112.047	98.8361	144.171	131.001	116.18	176.655	177.914	161.266	221.451	18	Fkbp1a	Protein coding
Fkbp1b	9.10394	14.2565	14.7753	9.77075	18.0622	22.5119	16.6068	24.4252	31.0441	46.5925	36.5863	61.2737	17	Fkbp1b	Protein coding
Fkbp2	20.9815	14.0863	18.305	22.3261	15.6788	28.8659	25.009	23.7334	35.5503	31.9233	39.5012	58.6551	18	Fkbp2	Protein coding
Fkbp4	126.673	61.4221	79.5777	106.668	56.4312	98.5085	92.1048	63.0623	92.7329	80.8101	64.4176	92.8873	19	Fkbp4	Protein coding
Fkbp5	24.9016	21.4671	28.2026	18.4073	19.3977	36.4329	17.472	17.6913	32.8937	14.7296	16.7664	22.6191	19	Fkbp5	Protein coding
Fkbp9	0.900235	1.57548	0.970314	1.28543	2.04335	1.71477	2.14695	2.90837	4.78102	6.19243	5.75799	8.64551	16	Fkbp9	Protein coding
Fkbpl	4.82471	5.92174	5.73168	4.46802	4.85841	5.03702	3.59107	4.0733	4.24395	1.54071	2.31846	2.86773	19	Fkbpl	Protein coding
Flnb	6.12035	8.40581	8.28316	6.67863	8.47414	8.58402	6.95443	7.30689	9.8985	5.6437	5.96006	7.44111	19	Flnb	Protein coding
Flot1	23.566	36.5119	29.9954	28.0129	39.8608	32.2756	34.0292	46.2974	39.7545	40.2159	49.2244	57.7034	18	Flot1	Protein coding
Flot2	31.0308	37.6989	30.6757	31.3934	39.6259	38.1256	37.0761	38.9108	41.0736	52.6304	50.4451	62.7033	18	Flot2	Protein coding
Flrt2	26.3853	34.1559	61.6139	16.8574	30.6708	56.9203	10.5421	27.8542	23.598	6.53531	17.4179	11.1898	11	Flrt2	Protein coding
Flrt3	78.0845	0.90404	1.8992	39.955	1.57561	2.52855	15.5763	1.00328	3.91007	9.88153	0.341861	7.27478	10	Flrt3	Protein coding
Fmn1	0.0245651	0.0184197	0.0170533	0.150936	0.0423233	0.0932882	0.146292	0.057831	0.18196	0.566627	0.0916447	0.242283	5	Fmn1	Protein coding
Fmn2	5.05378	10.1953	7.43918	6.51914	11.0732	5.90499	9.07617	12.3374	7.90501	9.6379	13.0815	7.87073	12	Fmn2	Protein coding
Fmnl1	3.03044	8.98957	5.79802	5.3567	11.9331	7.77355	7.38159	14.1026	8.14168	9.50003	12.5566	6.20511	12	Fmnl1	Protein coding
Fmnl2	30.1082	32.6925	29.9179	28.6903	32.037	18.1781	23.6959	22.2296	12.9997	11.7998	11.729	5.42153	19	Fmnl2	Protein coding
Fmnl3	8.10074	7.26198	7.0386	8.72779	7.79337	5.38567	8.65768	7.78523	3.72714	12.1808	7.54312	2.55668	15	Fmnl3	Protein coding
Fmo1	0	0.0100929	0	0.0859133	0.0514977	0.032527	0.110257	0.0715489	0.120491	0.0665575	0.0849766	0.356119	16	Fmo1	Protein coding
Fmod	0	0.624968	0.0386956	0.00418179	0.825708	0.00461735	0	2.13332	0.240547	0.00662036	6.36643	0.581208	9	Fmod	Protein coding
Fn1	41.6918	0.671939	0.705035	34.8321	1.25343	0.391201	26.6982	1.61491	0.69251	17.0499	0.623267	0.518947	0	Fn1	Protein coding
Fn3krp	6.61068	8.30351	8.74442	6.38979	7.95195	6.91484	6.16403	7.43765	6.759	3.67548	3.723	3.30662	19	Fn3krp	Protein coding
Fnbp1	14.9365	16.6322	12.9902	19.8345	19.0664	16.003	19.2082	20.541	16.6174	19.4085	22.3578	18.0052	8	Fnbp1	Protein coding
Fnbp4	47.4255	43.315	48.3677	49.0783	42.546	43.521	42.9144	38.3541	32.2578	36.589	34.4776	26.1575	19	Fnbp4	Protein coding
Fndc1	0.0465087	0.492932	0.148172	0.0537709	1.57894	0.159638	0.13123	5.24317	0.588299	0.0924627	5.57089	0.44703	9	Fndc1	Protein coding
Fndc3a	6.64356	6.44943	6.35105	9.06653	8.17605	7.35772	8.48845	7.12293	7.56217	5.76334	5.26504	4.61406	13	Fndc3a	Protein coding
Fndc3b	1.72262	2.4487	2.27049	1.13972	2.65092	1.82143	1.00149	2.36103	2.29265	0.800024	2.08941	2.2221	12	Fndc3b	Protein coding
Fndc5	2.44029	1.92364	0.152645	2.88168	1.61705	0.0901263	4.55935	5.46812	0.273725	13.6791	13.6715	0.531977	9	Fndc5	Protein coding
Fnip1	7.07706	8.52322	8.93474	8.01289	9.11005	6.59769	7.09958	8.08801	5.69034	6.07161	7.52632	4.96029	13	Fnip1	Protein coding
Fos	0.450491	0.261457	0.393245	0.942887	0.422662	1.42383	1.72775	0.645461	1.50361	3.4889	1.56531	1.09397	17	Fos	Protein coding
Fosb	0.0761964	0.188044	0.213926	0.125603	0.252168	0.0961429	0.26463	0.674021	0.347012	0.487868	0.378849	0.147877	9	Fosb	Protein coding
Fosl2	1.22585	15.4504	28.0144	2.43951	17.3642	17.3573	10.6104	3.4509	3.15093	12.4395	2.54824	2.14447	7	Fosl2	Protein coding
Fox1	25.7347	44.1825	43.0519	32.2304	40.3324	21.5736	39.1538	44.3815	29.1227	49.1706	60.2166	43.6607	18	Fox1	Protein coding
Foxg1	499.74	377.667	518.233	350.846	284.072	284.832	230.733	222.981	181.502	215.936	201.551	152.044	19	Foxg1	Protein coding
Foxk2	35.3551	26.3998	30.1539	30.94	23.6189	37.5343	32.8902	25.637	40.0679	32.4448	26.6298	35.4744	19	Foxk2	Protein coding
Foxm1	0.917466	1.30603	0.424099	0.891741	0.803235	0.319554	0.748722	0.662346	0.480638	1.10316	0.829963	0.614381	1	Foxm1	Protein coding
Foxn2	4.7528	2.21681	2.40242	4.37008	1.95804	3.08268	4.19039	1.73352	2.72802	3.64554	1.27974	1.57214	15	Foxn2	Protein coding
Foxo1	0.323906	0.534607	0.221988	0.379589	0.40791	0.964186	1.21798	0.212644	4.81935	3.91031	0.297896	4.33364	16	Foxo1	Protein coding
Foxo3	4.33079	5.90588	5.33019	5.8658	6.24093	3.73951	4.59045	4.91515	3.06239	3.98048	3.54288	1.98654	13	Foxo3	Protein coding
Foxo4	4.56229	5.80781	6.0365	4.01978	4.04077	2.08133	2.90558	3.18814	1.40981	0.586943	0.602438	0.158887	7	Foxo4	Protein coding
Foxo6	75.0792	59.1166	87.3248	42.4228	33.1798	30.8045	24.8711	27.918	18.5544	26.6277	30.2495	21.3309	7	Foxo6	Protein coding
Foxp1	17.3399	11.4076	25.5484	39.4031	11.3407	30.8893	56.8551	14.1755	33.6841	79.3076	14.5025	37.1265	5	Foxp1	Protein coding
Foxp2	0.70519	27.2969	9.86033	1.11566	30.0595	5.59709	0.89186	39.3072	6.73601	0.835788	41.5204	8.64023	6	Foxp2	Protein coding
Foxp4	47.9289	49.2505	55.2607	42.8896	42.8273	49.275	42.3291	40.077	42.0196	37.3904	33.7844	37.5642	19	Foxp4	Protein coding
Foxq1	0.0473118	0.18843	0.179898	0.0729826	0.142977	0.481881	0.073219	0.0601194	0.911739	0.0905569	0.114217	0.576293	16	Foxq1	Protein coding
Foxred2	39.3769	16.1976	15.8875	28.2245	11.0539	12.4111	22.5589	11.8592	11.6427	26.6845	13.1552	14.6713	10	Foxred2	Protein coding
Fpgs	6.17536	6.78748	7.45718	8.49191	8.94692	12.9113	10.642	9.90513	14.2027	16.3162	14.9368	22.0654	18	Fpgs	Protein coding
Fras1	0.269126	0.193739	0.576597	0.790068	0.114951	0.543733	1.15591	0.114472	1.52077	1.52708	0.135348	1.05727	4	Fras1	Protein coding
Frat1	8.56871	9.54926	8.94838	7.07527	9.31012	6.04392	8.30126	13.7533	5.61261	10.702	15.0782	7.46785	15	Frat1	Protein coding
Frat2	12.6235	12.3246	10.4162	11.6185	11.3306	7.68568	10.003	16.4894	4.7776	15.5094	18.0575	7.74863	15	Frat2	Protein coding
Frem2	2.59363	0.0817406	0.0462609	5.98633	0.170795	0.115145	10.5202	0.579621	0.825317	12.8653	0.332682	0.906769	5	Frem2	Protein coding
Frmd3	4.96389	8.32923	6.20716	8.46606	9.84843	10.4045	9.25703	9.70085	12.8377	9.1464	10.1101	12.208	18	Frmd3	Protein coding
Frmd4a	101.146	33.8861	25.6498	117.23	40.4291	26.6733	110.158	56.7223	42.3527	93.017	74.3987	46.367	15	Frmd4a	Protein coding
Frmd4b	108.456	52.477	46.0444	72.9187	44.8186	22.3447	45.215	36.9825	11.3363	19.5887	22.4107	4.10282	10	Frmd4b	Protein coding
Frmd5	36.5013	27.8603	31.8846	35.3174	25.3543	32.9055	31.5582	27.1395	24.1723	26.3886	17.2537	15.8355	19	Frmd5	Protein coding
Frmd6	6.11477	5.42048	5.42088	11.8259	6.91178	3.68842	17.8312	6.60606	4.81084	21.9908	4.65976	3.3061	5	Frmd6	Protein coding
Frmd8	3.15261	3.8406	4.17268	2.53454	5.04553	3.98133	2.9209	3.4122	4.40415	1.26926	1.72779	1.67655	19	Frmd8	Protein coding
Frmpd1	0.203941	0.231282	0.107134	0.568402	1.13107	0.901892	2.07256	3.5048	3.4568	4.60086	7.42061	6.25499	17	Frmpd1	Protein coding
Frmpd4	0.513624	0.684116	0.576824	1.26557	1.40119	0.960759	4.97133	4.03021	3.34825	7.73392	8.11418	4.396	17	Frmpd4	Protein coding
Frs2	16.2386	16.732	17.2876	17.7129	16.3319	15.0725	15.9001	13.4167	11.9915	14.6734	11.9091	9.59085	19	Frs2	Protein coding
Frs3	7.33898	6.02337	6.61625	6.94807	6.81385	7.86738	7.82312	8.4903	9.36191	10.9969	11.5932	11.3824	18	Frs3	Protein coding
Fry	17.0513	65.5954	39.5269	17.664	50.3485	35.4024	25.4029	56.6654	40.1166	36.1313	67.1321	47.2406	12	Fry	Protein coding
Fryl	31.6855	27.2557	29.7188	25.9277	21.0091	21.0663	19.5472	18.7331	16.3113	12.6237	13.4132	11.0311	19	Fryl	Protein coding
Frzb	0.0165736	0.108917	0.0974688	0.115262	0.152085	0.360077	0.206071	0.334507	0.92533	0.917239	0.705109	1.18637	16	Frzb	Protein coding
Fscn1	274.034	237.098	262	197.131	181.314	260.628	191.609	173.238	277.894	220.16	214.653	357.324	18	Fscn1	Protein coding
Fsd1	40.5746	41.0062	44.8366	38.2396	35.6331	49.2225	37.5123	38.7158	53.8227	34.2017	35.6013	63.773	19	Fsd1	Protein coding
Fsd1l	20.4141	23.4649	21.8102	20.3162	22.1698	19.4658	16.7877	17.1292	16.3143	12.8922	11.9894	11.6397	19	Fsd1l	Protein coding
Fsip1	0.702445	3.21006	3.11469	0.301382	2.48912	2.97433	0.188446	2.01177	2.60792	0.135305	1.42765	1.81858	11	Fsip1	Protein coding
Fsrg3	1.16446	3.50956	3.15916	1.58368	4.80406	2.49525	1.89879	6.29245	2.71962	2.88898	5.34984	3.00692	6	Fsrg3	Protein coding
Fst	2.72492	0.212732	0.207788	7.31882	0.294973	1.38424	8.47396	0.388671	8.21102	17.5344	0.496024	27.2738	4	Fst	Protein coding
Fstl1	4.71003	4.1631	4.33147	8.14124	5.44545	3.04785	9.01892	5.22983	4.13383	15.5221	6.43952	7.13568	17	Fstl1	Protein coding
Fstl5	7.71145	1.75265	1.77354	4.82053	1.97851	1.11359	4.70577	2.18917	3.96448	5.59549	3.44827	6.04541	10	Fstl5	Protein coding
Fth1	131.51	124.52	143.857	127.706	111.837	150.361	132.819	121.431	180.277	165.499	186.915	251.692	18	Fth1	Protein coding
Ftsj2	5.14715	5.62207	6.01185	4.51605	4.65788	6.83544	4.19854	4.92151	6.83158	1.78276	3.68862	5.94653	19	Ftsj2	Protein coding
Fubp3	14.9236	13.8794	14.6269	15.1463	14.8933	14.2948	15.674	15.4007	11.6449	19.3429	18.8126	14.3652	8	Fubp3	Protein coding
Fuca1	7.85457	7.70208	7.8071	7.53706	8.21984	7.45073	7.52421	9.36025	8.23343	13.0706	14.3373	14.3463	18	Fuca1	Protein coding
Fuca2	2.01679	7.01816	5.45228	2.76405	7.55529	4.55735	4.17668	9.48912	7.88909	6.31765	12.1879	14.0295	17	Fuca2	Protein coding
